Valor nulo: -9999.9															
Fecha (GMT)	Altura Signif. del Oleaje(m)	Altura signif. de cruce por cero(m)	Periodo Medio(s)	Periodo Medio Tm02(s)	Periodo de Pico(s)	Altura Máxima del Oleaje(m)	Periodo de la Ola Maxima(s)	Canal de obtencion de los datos	Direcc. Media de Proced.(0=N,90=E)	Direccion Media en el Pico Espectral(0=N,90=E)	Dispersión angular en toda la banda resuelta(grados)	Dispersión angular en el pico de energía espectral(grados)	Canal de obtencion de los datos	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2023 02 04 11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.6	3
2023 02 04 12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.7	3
2023 02 04 13	0.22	0.23	4.2	2.6	25.0	0.38	-9999.9	3	136	-9999.9	48	-9999.9	3	13.7	3
2023 02 04 14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.7	3
2023 02 04 15	0.19	0.19	3.9	2.5	5.4	0.39	-9999.9	3	133	-9999.9	46	-9999.9	3	13.9	3
2023 02 04 16	0.18	0.17	4.0	2.4	6.5	0.31	-9999.9	3	131	-9999.9	46	-9999.9	3	13.9	3
2023 02 04 17	0.17	0.17	4.3	3.7	6.7	0.29	-9999.9	3	126	-9999.9	40	-9999.9	3	13.8	3
2023 02 04 18	0.18	0.17	4.4	4.0	6.7	0.29	-9999.9	3	131	-9999.9	41	-9999.9	3	13.8	3
2023 02 04 19	0.19	0.18	4.1	3.8	7.1	0.34	-9999.9	3	129	-9999.9	38	-9999.9	3	13.8	3
2023 02 04 20	0.2	0.19	4.4	4.4	6.9	0.3	-9999.9	3	130	-9999.9	39	-9999.9	3	13.8	3
2023 02 04 21	0.22	0.21	4.5	4.2	6.2	0.39	-9999.9	3	129	-9999.9	38	-9999.9	3	13.9	3
2023 02 04 22	0.24	0.23	4.5	4.3	6.5	0.34	-9999.9	3	133	-9999.9	39	-9999.9	3	13.8	3
2023 02 04 23	0.26	0.25	4.7	4.1	7.7	0.46	-9999.9	3	119	-9999.9	34	-9999.9	3	13.8	3
2023 02 05 00	0.27	0.27	4.8	3.9	6.7	0.4	-9999.9	3	114	-9999.9	36	-9999.9	3	13.8	3
2023 02 05 01	0.33	0.31	5.6	3.8	7.4	0.56	-9999.9	3	104	-9999.9	26	-9999.9	3	13.8	3
2023 02 05 02	0.35	0.34	5.6	4.8	6.2	0.65	-9999.9	3	103	-9999.9	25	-9999.9	3	13.8	3
2023 02 05 03	0.35	0.34	5.3	3.8	7.1	0.52	-9999.9	3	104	-9999.9	28	-9999.9	3	13.7	3
2023 02 05 04	0.36	0.36	5.4	4.4	6.9	0.56	-9999.9	3	102	-9999.9	27	-9999.9	3	13.7	3
2023 02 05 05	0.4	0.39	5.6	4.9	5.9	0.72	-9999.9	3	99	-9999.9	22	-9999.9	3	13.6	3
2023 02 05 06	0.38	0.37	5.3	4.8	6.2	0.68	-9999.9	3	100	-9999.9	24	-9999.9	3	13.6	3
2023 02 05 07	0.36	0.34	5.1	4.1	5.6	0.6	-9999.9	3	106	-9999.9	27	-9999.9	3	13.7	3
2023 02 05 08	0.33	0.32	4.9	3.8	8.0	0.49	-9999.9	3	109	-9999.9	31	-9999.9	3	13.7	3
2023 02 05 09	0.38	0.36	5.3	4.0	8.3	0.66	-9999.9	3	104	-9999.9	28	-9999.9	3	13.8	3
2023 02 05 10	0.41	0.39	5.4	4.7	6.9	0.63	-9999.9	3	102	-9999.9	25	-9999.9	3	13.8	3
2023 02 05 11	0.39	0.38	5.5	4.3	6.9	0.6	-9999.9	3	106	-9999.9	29	-9999.9	3	13.8	3
2023 02 05 12	0.43	0.42	5.7	5.8	9.1	0.59	-9999.9	3	111	-9999.9	24	-9999.9	3	13.9	3
2023 02 05 13	0.5	0.48	5.8	5.7	9.1	0.78	-9999.9	3	108	-9999.9	23	-9999.9	3	14.2	3
2023 02 05 14	0.58	0.57	5.9	5.7	7.4	0.85	-9999.9	3	111	-9999.9	22	-9999.9	3	14.2	3
2023 02 05 15	0.6	0.57	6.1	5.0	8.3	0.89	-9999.9	3	115	-9999.9	24	-9999.9	3	14.0	3
2023 02 05 16	0.54	0.52	6.0	4.9	8.0	0.82	-9999.9	3	115	-9999.9	28	-9999.9	3	14.0	3
2023 02 05 17	0.59	0.58	6.2	5.8	9.5	0.9	-9999.9	3	112	-9999.9	24	-9999.9	3	13.9	3
2023 02 05 18	0.61	0.59	6.2	5.8	8.7	0.96	-9999.9	3	114	-9999.9	22	-9999.9	3	13.9	3
2023 02 05 19	0.59	0.56	5.9	5.8	6.9	0.98	-9999.9	3	115	-9999.9	24	-9999.9	3	13.9	3
2023 02 05 20	0.62	0.6	5.8	5.8	6.7	0.95	-9999.9	3	113	-9999.9	24	-9999.9	3	13.9	3
2023 02 05 21	0.63	0.62	5.8	5.8	7.1	0.99	-9999.9	3	112	-9999.9	24	-9999.9	3	13.9	3
2023 02 05 22	0.61	0.59	4.9	4.7	6.5	0.88	-9999.9	3	123	-9999.9	28	-9999.9	3	13.8	3
2023 02 05 23	0.62	0.58	4.7	4.5	6.7	0.9	-9999.9	3	125	-9999.9	30	-9999.9	3	13.8	3
2023 02 06 00	0.56	0.53	5.1	4.9	6.9	0.89	-9999.9	3	118	-9999.9	28	-9999.9	3	13.8	3
2023 02 06 01	0.52	0.51	4.9	4.7	6.7	0.78	-9999.9	3	113	-9999.9	31	-9999.9	3	13.7	3
2023 02 06 02	0.47	0.46	5.0	4.8	7.7	0.73	-9999.9	3	113	-9999.9	29	-9999.9	3	13.7	3
2023 02 06 03	0.47	0.45	5.0	3.9	6.7	0.87	-9999.9	3	112	-9999.9	31	-9999.9	3	13.7	3
2023 02 06 04	0.45	0.43	5.2	4.6	6.1	0.63	-9999.9	3	117	-9999.9	30	-9999.9	3	13.7	3
2023 02 06 05	0.46	0.44	5.0	4.9	6.1	0.87	-9999.9	3	112	-9999.9	28	-9999.9	3	13.7	3
2023 02 06 06	0.45	0.44	5.1	4.8	7.7	0.68	-9999.9	3	111	-9999.9	29	-9999.9	3	13.7	3
2023 02 06 07	0.46	0.45	5.2	5.0	6.9	0.72	-9999.9	3	110	-9999.9	29	-9999.9	3	13.7	3
2023 02 06 08	0.52	0.51	4.9	4.7	8.3	0.83	-9999.9	3	103	-9999.9	28	-9999.9	3	13.7	3
2023 02 06 09	0.76	0.72	4.2	4.2	8.3	1.34	-9999.9	3	104	-9999.9	25	-9999.9	3	13.7	3
2023 02 06 10	0.95	0.89	4.5	4.3	8.0	1.72	-9999.9	3	104	-9999.9	23	-9999.9	3	13.7	3
2023 02 06 11	1.29	1.23	4.9	4.8	6.7	2.06	-9999.9	3	102	-9999.9	20	-9999.9	3	13.7	3
2023 02 06 12	1.22	1.17	4.6	4.4	7.1	1.9	-9999.9	3	103	-9999.9	23	-9999.9	3	13.7	3
2023 02 06 13	1.69	1.61	4.9	4.8	7.1	2.92	-9999.9	3	103	-9999.9	21	-9999.9	3	13.7	3
2023 02 06 14	1.89	1.83	5.1	5.3	6.2	3.3	-9999.9	3	100	-9999.9	20	-9999.9	3	13.7	3
2023 02 06 15	1.9	1.86	5.4	5.4	6.7	2.78	-9999.9	3	100	-9999.9	20	-9999.9	3	13.7	3
2023 02 06 16	1.84	1.77	5.3	5.4	7.7	3.59	-9999.9	3	100	-9999.9	21	-9999.9	3	13.7	3
2023 02 06 17	2.05	1.93	5.4	5.5	10.0	3.55	-9999.9	3	101	-9999.9	21	-9999.9	3	13.7	3
2023 02 06 18	1.9	1.77	5.6	5.5	11.8	2.83	-9999.9	3	101	-9999.9	22	-9999.9	3	13.7	3
2023 02 06 19	2.09	2.0	6.2	6.2	11.1	3.43	-9999.9	3	104	-9999.9	22	-9999.9	3	13.7	3
2023 02 06 20	2.15	2.07	6.3	6.4	11.1	3.27	-9999.9	3	103	-9999.9	21	-9999.9	3	13.7	3
2023 02 06 21	1.96	1.88	6.6	6.7	11.1	2.78	-9999.9	3	107	-9999.9	23	-9999.9	3	13.6	3
2023 02 06 22	1.98	1.9	7.0	7.1	11.8	2.96	-9999.9	3	109	-9999.9	21	-9999.9	3	13.6	3
2023 02 06 23	1.97	1.88	6.9	7.0	11.1	3.83	-9999.9	3	108	-9999.9	20	-9999.9	3	13.6	3
2023 02 07 00	2.08	2.01	7.3	7.7	11.1	3.65	-9999.9	3	106	-9999.9	19	-9999.9	3	13.6	3
2023 02 07 01	1.93	1.89	6.8	7.0	11.1	3.52	-9999.9	3	109	-9999.9	20	-9999.9	3	13.7	3
2023 02 07 02	1.8	1.75	6.5	6.9	11.1	2.86	-9999.9	3	108	-9999.9	22	-9999.9	3	13.7	3
2023 02 07 03	1.84	1.79	7.0	7.4	10.5	2.42	-9999.9	3	112	-9999.9	22	-9999.9	3	13.7	3
2023 02 07 04	1.74	1.69	6.7	6.8	10.5	2.66	-9999.9	3	109	-9999.9	25	-9999.9	3	13.6	3
2023 02 07 05	1.83	1.79	6.5	6.7	10.0	3.15	-9999.9	3	108	-9999.9	21	-9999.9	3	13.6	3
2023 02 07 06	1.78	1.7	6.3	6.1	10.5	2.77	-9999.9	3	108	-9999.9	22	-9999.9	3	13.5	3
2023 02 07 07	1.61	1.55	6.0	5.9	10.5	2.33	-9999.9	3	109	-9999.9	21	-9999.9	3	13.4	3
2023 02 07 08	1.51	1.4	6.0	5.9	8.3	2.62	-9999.9	3	109	-9999.9	23	-9999.9	3	13.4	3
2023 02 07 09	1.59	1.55	6.2	6.2	9.5	2.32	-9999.9	3	110	-9999.9	21	-9999.9	3	13.5	3
2023 02 07 10	1.46	1.43	6.0	6.1	9.5	2.2	-9999.9	3	111	-9999.9	23	-9999.9	3	13.5	3
2023 02 07 11	1.44	1.38	5.9	5.7	7.4	2.29	-9999.9	3	110	-9999.9	21	-9999.9	3	13.5	3
2023 02 07 12	1.47	1.42	5.8	5.7	7.1	2.0	-9999.9	3	111	-9999.9	21	-9999.9	3	13.5	3
2023 02 07 13	1.46	1.39	5.7	5.6	9.1	2.01	-9999.9	3	109	-9999.9	21	-9999.9	3	13.5	3
2023 02 07 14	1.41	1.34	5.2	5.1	8.7	2.13	-9999.9	3	107	-9999.9	21	-9999.9	3	13.5	3
2023 02 07 15	1.49	1.43	5.1	5.0	9.5	2.27	-9999.9	3	106	-9999.9	22	-9999.9	3	13.5	3
2023 02 07 16	1.94	1.83	5.1	5.0	8.3	3.61	-9999.9	3	105	-9999.9	21	-9999.9	3	13.5	3
2023 02 07 17	2.88	2.8	5.6	5.5	6.7	5.52	-9999.9	3	110	-9999.9	20	-9999.9	3	13.5	3
2023 02 07 18	2.97	2.85	5.8	6.0	7.7	4.55	-9999.9	3	112	-9999.9	21	-9999.9	3	13.5	3
2023 02 07 19	3.09	3.04	6.1	6.4	9.1	5.15	-9999.9	3	111	-9999.9	23	-9999.9	3	13.4	3
2023 02 07 20	3.18	3.03	6.1	6.1	9.1	4.85	-9999.9	3	110	-9999.9	24	-9999.9	3	13.5	3
2023 02 07 21	2.84	2.76	6.4	6.6	9.5	4.74	-9999.9	3	116	-9999.9	22	-9999.9	3	13.4	3
2023 02 07 22	2.91	2.78	6.5	6.5	10.5	4.49	-9999.9	3	114	-9999.9	22	-9999.9	3	13.4	3
2023 02 07 23	3.12	3.02	6.4	6.1	10.5	4.92	-9999.9	3	112	-9999.9	19	-9999.9	3	13.3	3
2023 02 08 00	3.17	3.0	7.0	6.8	10.5	4.41	-9999.9	3	115	-9999.9	17	-9999.9	3	13.2	3
2023 02 08 01	3.04	2.92	6.6	6.6	10.0	4.96	-9999.9	3	115	-9999.9	20	-9999.9	3	13.2	3
2023 02 08 02	2.88	2.74	6.5	6.6	10.5	4.91	-9999.9	3	115	-9999.9	18	-9999.9	3	13.2	3
2023 02 08 03	2.86	2.72	6.7	6.8	10.5	4.35	-9999.9	3	113	-9999.9	19	-9999.9	3	13.1	3
2023 02 08 04	2.53	2.39	6.3	6.3	10.0	4.16	-9999.9	3	114	-9999.9	19	-9999.9	3	13.1	3
2023 02 08 05	2.25	2.15	6.2	5.8	10.5	4.21	-9999.9	3	112	-9999.9	21	-9999.9	3	13.1	3
2023 02 08 06	2.21	2.17	6.2	6.3	10.0	3.91	-9999.9	3	111	-9999.9	21	-9999.9	3	13.1	3
2023 02 08 07	2.09	2.02	5.9	5.8	10.5	2.94	-9999.9	3	113	-9999.9	21	-9999.9	3	13.0	3
2023 02 08 08	2.06	2.01	6.1	5.8	8.3	3.75	-9999.9	3	112	-9999.9	21	-9999.9	3	13.0	3
2023 02 08 09	1.94	1.87	6.0	5.9	9.5	2.77	-9999.9	3	112	-9999.9	22	-9999.9	3	13.1	3
2023 02 08 10	1.93	1.85	5.9	6.0	9.5	2.92	-9999.9	3	112	-9999.9	24	-9999.9	3	13.1	3
2023 02 08 11	1.98	1.9	5.9	5.8	10.0	3.12	-9999.9	3	113	-9999.9	23	-9999.9	3	13.2	3
2023 02 08 12	1.87	1.8	5.9	6.2	10.5	2.94	-9999.9	3	113	-9999.9	24	-9999.9	3	13.1	3
2023 02 08 13	1.87	1.78	5.5	5.4	10.0	2.93	-9999.9	3	112	-9999.9	23	-9999.9	3	13.1	3
2023 02 08 14	1.95	1.82	5.3	5.4	10.5	2.69	-9999.9	3	109	-9999.9	23	-9999.9	3	13.1	3
2023 02 08 15	1.93	1.84	5.5	5.4	9.5	2.79	-9999.9	3	109	-9999.9	23	-9999.9	3	13.1	3
2023 02 08 16	1.75	1.68	5.3	5.2	8.7	2.85	-9999.9	3	109	-9999.9	23	-9999.9	3	13.1	3
2023 02 08 17	1.67	1.59	5.0	4.9	8.7	2.71	-9999.9	3	111	-9999.9	24	-9999.9	3	13.1	3
2023 02 08 18	1.62	1.52	5.3	5.2	6.9	2.38	-9999.9	3	112	-9999.9	21	-9999.9	3	13.1	3
2023 02 08 19	1.44	1.37	5.1	5.1	9.1	2.2	-9999.9	3	110	-9999.9	24	-9999.9	3	13.0	3
2023 02 08 20	1.45	1.4	5.1	5.1	6.7	2.74	-9999.9	3	111	-9999.9	24	-9999.9	3	13.0	3
2023 02 08 21	1.47	1.41	4.8	4.8	8.7	2.16	-9999.9	3	108	-9999.9	23	-9999.9	3	13.0	3
2023 02 08 22	1.5	1.45	5.0	5.2	8.7	2.21	-9999.9	3	109	-9999.9	22	-9999.9	3	13.0	3
2023 02 08 23	1.32	1.27	5.1	5.3	7.7	1.94	-9999.9	3	111	-9999.9	23	-9999.9	3	13.0	3
2023 02 09 00	1.21	1.19	5.0	4.9	7.4	2.03	-9999.9	3	111	-9999.9	26	-9999.9	3	12.9	3
2023 02 09 01	1.12	1.09	5.0	5.0	8.0	1.66	-9999.9	3	111	-9999.9	25	-9999.9	3	12.8	3
2023 02 09 02	1.14	1.09	5.0	5.0	7.1	1.86	-9999.9	3	110	-9999.9	24	-9999.9	3	12.8	3
2023 02 09 03	1.07	1.02	4.9	5.0	7.7	1.71	-9999.9	3	111	-9999.9	26	-9999.9	3	12.8	3
2023 02 09 04	1.18	1.11	5.0	4.9	8.3	1.82	-9999.9	3	110	-9999.9	24	-9999.9	3	12.8	3
2023 02 09 05	1.16	1.13	5.1	5.3	9.1	1.88	-9999.9	3	110	-9999.9	22	-9999.9	3	12.8	3
2023 02 09 06	1.22	1.17	5.1	5.0	8.7	1.65	-9999.9	3	111	-9999.9	22	-9999.9	3	12.8	3
2023 02 09 07	1.13	1.08	5.2	5.3	7.4	2.4	-9999.9	3	114	-9999.9	23	-9999.9	3	12.8	3
2023 02 09 08	1.18	1.15	5.4	5.2	9.1	2.04	-9999.9	3	113	-9999.9	22	-9999.9	3	12.8	3
2023 02 09 09	1.15	1.09	5.5	5.1	8.3	1.72	-9999.9	3	114	-9999.9	22	-9999.9	3	12.8	3
2023 02 09 10	1.14	1.1	4.9	4.8	7.7	1.7	-9999.9	3	112	-9999.9	24	-9999.9	3	12.9	3
2023 02 09 11	1.14	1.09	5.1	5.2	7.7	1.72	-9999.9	3	112	-9999.9	23	-9999.9	3	12.9	3
2023 02 09 12	1.19	1.17	5.4	5.4	8.7	1.86	-9999.9	3	110	-9999.9	21	-9999.9	3	13.0	3
2023 02 09 13	1.21	1.16	5.1	5.0	9.1	1.86	-9999.9	3	112	-9999.9	22	-9999.9	3	13.1	3
2023 02 09 14	1.29	1.22	5.2	5.1	8.7	1.71	-9999.9	3	114	-9999.9	22	-9999.9	3	13.0	3
2023 02 09 15	1.13	1.08	5.0	4.9	8.7	1.73	-9999.9	3	111	-9999.9	25	-9999.9	3	13.0	3
2023 02 09 16	1.1	1.05	4.8	4.7	8.0	1.66	-9999.9	3	114	-9999.9	26	-9999.9	3	13.0	3
2023 02 09 17	1.15	1.1	5.0	5.1	7.4	1.76	-9999.9	3	114	-9999.9	24	-9999.9	3	12.9	3
2023 02 09 18	1.0	0.95	4.8	4.8	9.1	1.49	-9999.9	3	112	-9999.9	27	-9999.9	3	12.9	3
2023 02 09 19	1.01	0.98	5.3	5.3	7.7	1.64	-9999.9	3	114	-9999.9	24	-9999.9	3	12.9	3
2023 02 09 20	1.01	0.96	5.3	5.3	8.7	1.5	-9999.9	3	115	-9999.9	24	-9999.9	3	12.8	3
2023 02 09 21	0.89	0.85	5.2	5.0	8.3	1.46	-9999.9	3	112	-9999.9	25	-9999.9	3	12.8	3
2023 02 09 22	0.81	0.76	5.0	4.9	7.7	1.32	-9999.9	3	114	-9999.9	27	-9999.9	3	12.9	3
2023 02 09 23	0.85	0.81	5.3	5.2	9.1	1.24	-9999.9	3	115	-9999.9	25	-9999.9	3	13.0	3
2023 02 10 00	0.85	0.81	5.6	5.5	8.3	1.35	-9999.9	3	114	-9999.9	25	-9999.9	3	13.0	3
2023 02 10 01	0.81	0.77	5.6	5.4	8.3	1.46	-9999.9	3	118	-9999.9	26	-9999.9	3	12.9	3
2023 02 10 02	0.78	0.75	5.6	5.7	7.1	1.23	-9999.9	3	118	-9999.9	25	-9999.9	3	12.8	3
2023 02 10 03	0.77	0.74	5.7	5.7	8.7	1.24	-9999.9	3	116	-9999.9	23	-9999.9	3	12.8	3
2023 02 10 04	0.79	0.76	5.6	5.6	7.7	1.11	-9999.9	3	116	-9999.9	24	-9999.9	3	12.9	3
2023 02 10 05	0.72	0.7	5.5	5.5	9.1	1.1	-9999.9	3	119	-9999.9	26	-9999.9	3	13.1	3
2023 02 10 06	0.72	0.68	5.4	5.1	8.7	1.24	-9999.9	3	118	-9999.9	26	-9999.9	3	13.1	3
2023 02 10 07	0.78	0.74	5.5	5.5	8.0	1.05	-9999.9	3	118	-9999.9	23	-9999.9	3	13.1	3
2023 02 10 08	0.69	0.66	5.5	5.3	7.7	1.18	-9999.9	3	118	-9999.9	25	-9999.9	3	13.1	3
2023 02 10 09	0.65	0.61	5.2	5.1	7.4	0.96	-9999.9	3	118	-9999.9	27	-9999.9	3	13.2	3
2023 02 10 10	0.72	0.68	5.3	5.2	8.0	1.15	-9999.9	3	119	-9999.9	25	-9999.9	3	13.3	3
2023 02 10 11	0.62	0.59	5.2	5.1	8.7	0.94	-9999.9	3	119	-9999.9	27	-9999.9	3	13.4	3
2023 02 10 12	0.6	0.58	5.4	5.4	6.5	0.92	-9999.9	3	119	-9999.9	26	-9999.9	3	13.5	3
2023 02 10 13	0.58	0.56	4.9	4.2	5.9	0.87	-9999.9	3	123	-9999.9	27	-9999.9	3	13.4	3
2023 02 10 14	0.56	0.52	4.0	3.7	7.4	0.95	-9999.9	3	130	-9999.9	31	-9999.9	3	13.4	3
2023 02 10 15	0.57	0.51	3.6	3.3	7.4	1.16	-9999.9	3	138	-9999.9	34	-9999.9	3	13.4	3
2023 02 10 16	0.61	0.58	3.5	3.4	7.7	0.97	-9999.9	3	141	-9999.9	34	-9999.9	3	13.3	3
2023 02 10 17	0.63	0.58	3.7	3.5	7.7	1.1	-9999.9	3	137	-9999.9	33	-9999.9	3	13.4	3
2023 02 10 18	0.59	0.53	3.9	3.8	7.7	0.9	-9999.9	3	131	-9999.9	34	-9999.9	3	13.3	3
2023 02 10 19	0.64	0.58	4.4	4.1	13.3	0.87	-9999.9	3	133	-9999.9	29	-9999.9	3	13.3	3
2023 02 10 20	0.64	0.58	4.8	4.6	13.3	0.97	-9999.9	3	129	-9999.9	29	-9999.9	3	13.2	3
2023 02 10 21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	3	-9999.9	-9999.9	-9999.9	-9999.9	3	13.2	3
2023 02 10 22	0.75	0.71	5.9	6.2	13.3	1.11	-9999.9	3	125	-9999.9	23	-9999.9	3	13.2	3
2023 02 10 23	0.72	0.68	5.6	5.5	12.5	1.07	-9999.9	3	127	-9999.9	25	-9999.9	3	13.2	3
2023 02 11 00	0.78	0.73	6.8	6.8	13.3	1.06	-9999.9	3	122	-9999.9	20	-9999.9	3	13.2	3
2023 02 11 01	0.67	0.64	6.2	5.9	12.5	1.1	-9999.9	3	121	-9999.9	25	-9999.9	3	13.2	3
2023 02 11 02	0.65	0.64	6.8	6.8	12.5	1.0	-9999.9	3	122	-9999.9	23	-9999.9	3	13.2	3
2023 02 11 03	0.63	0.58	6.7	6.6	12.5	0.95	-9999.9	3	123	-9999.9	24	-9999.9	3	13.2	3
2023 02 11 04	0.62	0.56	6.7	6.3	13.3	1.08	-9999.9	3	122	-9999.9	24	-9999.9	3	13.2	3
2023 02 11 05	0.57	0.52	6.4	6.2	12.5	0.87	-9999.9	3	122	-9999.9	26	-9999.9	3	13.1	3
2023 02 11 06	0.64	0.61	7.1	6.6	12.5	0.88	-9999.9	3	122	-9999.9	22	-9999.9	3	13.2	3
2023 02 11 07	0.66	0.61	7.3	6.7	11.8	1.05	-9999.9	3	124	-9999.9	24	-9999.9	3	13.2	3
2023 02 11 08	0.71	0.69	7.4	7.2	13.3	0.97	-9999.9	3	122	-9999.9	20	-9999.9	3	13.2	3
2023 02 11 09	0.64	0.59	7.3	7.0	11.8	1.01	-9999.9	3	124	-9999.9	23	-9999.9	3	13.2	3
2023 02 11 10	0.66	0.63	7.3	7.3	11.1	1.1	-9999.9	3	125	-9999.9	24	-9999.9	3	13.2	3
2023 02 11 11	0.62	0.58	7.1	7.0	12.5	1.1	-9999.9	3	123	-9999.9	24	-9999.9	3	13.4	3
2023 02 11 12	0.64	0.62	7.1	6.2	10.0	0.94	-9999.9	3	124	-9999.9	24	-9999.9	3	13.4	3
2023 02 11 13	0.66	0.59	5.4	4.6	11.8	1.12	-9999.9	3	131	-9999.9	32	-9999.9	3	13.5	3
2023 02 11 14	0.63	0.56	4.8	4.5	12.5	1.02	-9999.9	3	130	-9999.9	31	-9999.9	3	13.5	3
2023 02 11 15	0.6	0.52	4.5	4.2	10.0	0.93	-9999.9	3	133	-9999.9	31	-9999.9	3	13.4	3
2023 02 11 16	0.61	0.54	4.7	4.3	12.5	0.95	-9999.9	3	132	-9999.9	32	-9999.9	3	13.4	3
2023 02 11 17	0.64	0.59	5.4	5.0	10.5	1.09	-9999.9	3	129	-9999.9	25	-9999.9	3	13.4	3
2023 02 11 18	0.57	0.51	5.1	4.7	12.5	0.87	-9999.9	3	132	-9999.9	26	-9999.9	3	13.4	3
2023 02 11 19	0.61	0.56	6.0	5.7	12.5	0.91	-9999.9	3	129	-9999.9	22	-9999.9	3	13.2	3
2023 02 11 20	0.66	0.6	6.6	6.2	12.5	1.16	-9999.9	3	129	-9999.9	20	-9999.9	3	13.0	3
2023 02 11 21	0.49	0.45	5.3	5.2	9.1	0.81	-9999.9	3	130	-9999.9	31	-9999.9	3	13.1	3
2023 02 11 22	0.52	0.48	6.2	5.6	11.8	0.87	-9999.9	3	130	-9999.9	25	-9999.9	3	13.0	3
2023 02 11 23	0.48	0.44	6.2	5.5	12.5	0.76	-9999.9	3	131	-9999.9	28	-9999.9	3	13.1	3
2023 02 12 00	0.45	0.42	6.2	5.9	11.8	0.67	-9999.9	3	130	-9999.9	29	-9999.9	3	13.0	3
2023 02 12 01	0.45	0.43	6.6	5.9	12.5	0.72	-9999.9	3	129	-9999.9	28	-9999.9	3	13.0	3
2023 02 12 02	0.43	0.4	6.4	5.7	12.5	0.63	-9999.9	3	134	-9999.9	28	-9999.9	3	13.0	3
2023 02 12 03	0.41	0.38	6.2	5.6	12.5	0.6	-9999.9	3	128	-9999.9	29	-9999.9	3	13.0	3
2023 02 12 04	0.44	0.42	6.6	6.6	11.8	0.67	-9999.9	3	130	-9999.9	27	-9999.9	3	12.9	3
2023 02 12 05	0.4	0.37	6.3	5.4	12.5	0.6	-9999.9	3	128	-9999.9	29	-9999.9	3	13.0	3
2023 02 12 06	0.43	0.4	6.2	5.6	12.5	0.75	-9999.9	3	128	-9999.9	29	-9999.9	3	13.0	3
2023 02 12 07	0.41	0.38	6.4	5.0	12.5	0.68	-9999.9	3	126	-9999.9	29	-9999.9	3	13.0	3
2023 02 12 08	0.39	0.35	6.1	4.6	12.5	0.63	-9999.9	3	128	-9999.9	33	-9999.9	3	13.1	3
2023 02 12 09	0.39	0.37	6.2	5.9	12.5	0.64	-9999.9	3	127	-9999.9	30	-9999.9	3	13.1	3
2023 02 12 10	0.4	0.39	6.0	6.1	12.5	0.66	-9999.9	3	126	-9999.9	30	-9999.9	3	13.2	3
2023 02 12 11	0.4	0.37	6.6	6.2	12.5	0.61	-9999.9	3	128	-9999.9	27	-9999.9	3	13.3	3
2023 02 12 12	0.35	0.33	5.9	5.9	11.8	0.52	-9999.9	3	131	-9999.9	32	-9999.9	3	13.3	3
2023 02 12 13	0.36	0.34	5.7	5.9	12.5	0.55	-9999.9	3	133	-9999.9	31	-9999.9	3	13.3	3
2023 02 12 14	0.35	0.32	5.9	4.6	11.8	0.53	-9999.9	3	130	-9999.9	36	-9999.9	3	13.4	3
2023 02 12 15	0.37	0.35	5.9	4.8	11.1	0.61	-9999.9	3	129	-9999.9	32	-9999.9	3	13.4	3
2023 02 12 16	0.35	0.32	5.8	4.1	11.1	0.55	-9999.9	3	133	-9999.9	31	-9999.9	3	13.4	3
2023 02 12 17	0.33	0.31	4.7	3.8	11.1	0.5	-9999.9	3	138	-9999.9	36	-9999.9	3	13.4	3
2023 02 12 18	0.34	0.31	4.6	3.7	11.1	0.55	-9999.9	3	135	-9999.9	32	-9999.9	3	13.4	3
2023 02 12 19	0.35	0.32	4.5	4.2	11.1	0.54	-9999.9	3	136	-9999.9	30	-9999.9	3	13.3	3
2023 02 12 20	0.33	0.3	4.3	4.0	11.1	0.48	-9999.9	3	134	-9999.9	34	-9999.9	3	13.3	3
2023 02 12 21	0.3	0.28	4.7	4.4	9.5	0.42	-9999.9	3	139	-9999.9	33	-9999.9	3	13.2	3
2023 02 12 22	0.3	0.28	5.3	5.0	10.5	0.42	-9999.9	3	141	-9999.9	30	-9999.9	3	13.2	3
2023 02 12 23	0.28	0.26	5.1	4.8	10.5	0.45	-9999.9	3	140	-9999.9	33	-9999.9	3	13.2	3
2023 02 13 00	0.29	0.27	5.2	4.1	10.5	0.47	-9999.9	3	139	-9999.9	32	-9999.9	3	13.1	3
2023 02 13 01	0.27	0.25	5.3	4.3	10.0	0.47	-9999.9	3	142	-9999.9	34	-9999.9	3	13.1	3
2023 02 13 02	0.28	0.26	5.1	4.1	10.5	0.49	-9999.9	3	139	-9999.9	30	-9999.9	3	13.1	3
2023 02 13 03	0.27	0.26	5.3	4.2	10.0	0.45	-9999.9	3	136	-9999.9	31	-9999.9	3	13.0	3
